word,class,level,meaning_vi
technology,noun,a2,công nghệ
teenage,adjective,a2,tuổi teen
teenager,noun,a1,thiếu niên
teens,noun,b2,thanh thiếu niên
telephone,noun,a1,dây nói
telephone,verb,a1,gọi điện
television,noun,a1,truyền hình
tell,verb,a1,kể
temperature,noun,a2,nhiệt độ
temple,noun,b2,ngôi đền
temporarily,adverb,b2,tạm thời
temporary,adjective,b2,tạm thời
tempt,verb,c1,cám dỗ
ten,number,a1,mười
tenant,noun,c1,người thuê nhà
tend,verb,b1,có xu hướng
tendency,noun,b2,xu hướng
tender,adjective,c1,dịu dàng
tennis,noun,a1,quần vợt
tension,noun,b2,sự căng thẳng
tent,noun,b1,lều
tenure,noun,c1,nhiệm kỳ
term,noun,a2,hạn
term,verb,b2,gọi
terminal,adjective,c1,nguy hiểm chết người
terminal,noun,b2,một tòa nhà ở
terminate,verb,c1,chấm dứt
terms,noun,b2,thuật ngữ
terrain,noun,c1,địa hình
terrible,adjective,a1,khủng khiếp
terribly,adverb,b2,khủng khiếp
terrific,adjective,c1,tuyệt vời
terrify,verb,b2,làm kinh hoàng
territory,noun,b2,lãnh thổ
terror,noun,b2,khủng bố
terrorism,noun,b2,khủng bố
terrorist,noun,b2,kẻ khủng bố
test,noun,a1,vỏ
test,verb,a1,thử thách
testify,verb,c1,làm chứng
testimony,noun,c1,lời chứng
testing,noun,b2,thử nghiệm
text,noun,a1,một văn bản chứa
text,verb,a2,gửi các văn bản
textbook,noun,b2,sách giáo khoa
texture,noun,c1,kết cấu
than,conjunction,a1,xuất hiện trong so
than,preposition,a1,hơn
thank,verb,a1,cảm ơn
thankfully,adverb,c1,may mắn thay
thanks,exclamation,a1,cảm ơn
thanks,noun,a1,lời cảm ơn
that,adverb,b1,như thế
that,conjunction,a1,rằng
that,determiner,a1,đó
that,pronoun,a1,người ấy
the,definite article,a1,mạo từ xác định
theatre,noun,a1,nhà hát
theatrical,adjective,c1,sân khấu
theft,noun,b2,trộm cắp
their,determiner,a1,của họ
theirs,pronoun,b1,của họ
them,pronoun,a1,họ
theme,noun,b1,chủ đề
themselves,pronoun,a2,chính họ
then,adverb,a1,sau đó
theology,noun,c1,thần học
theoretical,adjective,c1,lý thuyết
theory,noun,b1,lý thuyết
therapist,noun,b2,nhà trị liệu
therapy,noun,b2,liệu pháp
there,adverb,a1,ở đó
thereafter,adverb,c1,sau đó
thereby,adverb,c1,do đó
therefore,adverb,b1,do đó
thesis,noun,b2,luận án
they,pronoun,a1,họ
thick,adjective,a2,dày
thief,noun,a2,tên trộm
thin,adjective,a2,mỏng
thing,noun,a1,thứ
think,verb,a1,nghĩ
thinking,noun,a2,suy nghĩ
third,noun,a2,một phần ba
third,ordinal number,a1,thứ ba
thirsty,adjective,a1,khát
thirteen,number,a1,mười ba
thirty,number,a1,ba mươi
this,adverb,b1,ở mức độ hoặc
this,determiner,a1,cái này
this,pronoun,a1,cái này
thorough,adjective,b2,kỹ lưỡng
thoroughly,adverb,b2,triệt để
though,adverb,b1,tuy nhiên
though,conjunction,b1,dù
thought,noun,a2,suy nghĩ
thought-provoking,adjective,c1,kích thích tư duy
thoughtful,adjective,c1,chu đáo
thousand,number,a1,nghìn
thread,noun,c1,sợi chỉ
threat,noun,b2,mối đe dọa
threaten,verb,b2,đe dọa
three,number,a1,ba
threshold,noun,c1,ngưỡng
thrilled,adjective,c1,vui mừng
thrive,verb,c1,phát triển mạnh
throat,noun,b1,cổ họng
through,adverb,a1,qua
through,preposition,a1,qua
throughout,adverb,b1,từ đầu đến cuối
throughout,preposition,b1,từ đầu đến cuối
throw,verb,a2,ném
thumb,noun,b2,ngón tay cái
Thursday,noun,a1,thứ năm
thus,adverb,b2,do đó
ticket,noun,a1,vé
tide,noun,c1,thủy triều
tidy,adjective,a2,sạch sẽ
tidy,verb,a2,+ up làm cho
tie,noun,a2,dây buộc
tie,verb,a2,buộc
tight,adjective,b1,chặt chẽ
tighten,verb,c1,thắt chặt
till,conjunction,b1,cho đến khi
till,preposition,b1,đến
timber,noun,c1,gỗ
time,noun,a1,thời gian
time,verb,b2,chọn thời gian
timely,adjective,c1,kịp thời
timing,noun,b2,thời gian
tin,noun,b1,thiếc
tiny,adjective,b1,nhỏ bé
tip,noun,a2,tiền boa
tip,verb,b1,báo cho cảnh sát
tired,adjective,a1,mệt mỏi
tissue,noun,b2,mô
title,noun,a1,tựa đề
title,verb,b2,tiêu đề
to,infinitive marker,a1,đến
to,preposition,a1,đến
tobacco,noun,c1,thuốc lá
today,adverb,a1,vào ngày này
today,noun,a1,hôm nay
toe,noun,b1,ngón chân
together,adverb,a1,cùng nhau
toilet,noun,a1,nhà vệ sinh
tolerance,noun,c1,sự khoan dung
tolerate,verb,c1,chịu đựng
toll,noun,c1,phí
tomato,noun,a1,cà chua
tomorrow,adverb,a1,mai
tomorrow,noun,a1,ngày mai
ton,noun,b2,tấn
tone,noun,b2,giai điệu
tongue,noun,b1,lưỡi
tonight,adverb,a1,đêm nay
tonight,noun,a1,tối nay
tonne,noun,b2,tấn
too,adverb,a1,quá
tool,noun,a2,công cụ
tooth,noun,a1,răng
top,adjective,a2,hàng đầu
top,noun,a2,đỉnh
top,verb,c1,hàng đầu
topic,noun,a1,chủ đề
torture,noun,c1,sự tra tấn
torture,verb,c1,tra tấn
toss,verb,c1,ném
total,adjective,b1,tổng cộng
total,noun,b1,tổng số
total,verb,c1,cộng
totally,adverb,b1,hoàn toàn
touch,noun,b1,sự sờ
touch,verb,a2,chạm
tough,adjective,b2,cứng rắn
tour,noun,a2,cuộc đi
tour,verb,b1,đi
tourism,noun,a2,du lịch
tourist,noun,a1,khách du lịch
tournament,noun,b2,giải đấu
towards,preposition,a2,hướng tới
towel,noun,a2,khăn
tower,noun,a2,tháp
town,noun,a1,thị trấn
toxic,adjective,c1,độc hại
toy,adjective,a2,đồ chơi
toy,noun,a2,đồ chơi
trace,noun,c1,dây kéo
trace,verb,b2,vạch
track,noun,a2,dấu
track,verb,b2,theo vết
trade,noun,b1,nghề
trade,verb,b1,buôn bán
trademark,noun,c1,nhãn hiệu
trading,noun,b2,giao dịch
tradition,noun,a2,truyền thống
traditional,adjective,a2,truyền thống
traffic,noun,a1,giao thông
tragedy,noun,b2,bi kịch
tragic,adjective,b2,bi thảm
trail,noun,c1,vạch
trail,verb,c1,kéo
trailer,noun,c1,xe kéo
train,noun,a1,xe lửa
train,verb,a2,dạy
trainer,noun,a2,huấn luyện viên
training,noun,a2,đào tạo
trait,noun,b2,đặc điểm
transaction,noun,c1,giao dịch
transcript,noun,c1,bản ghi
transfer,noun,b2,sự di chuyển
transfer,verb,b2,dời
transform,verb,b2,biến đổi
transformation,noun,c1,sự biến đổi
transit,noun,c1,quá cảnh
transition,noun,b2,sự chuyển tiếp
translate,verb,b1,dịch
translation,noun,b1,bản dịch
transmission,noun,c1,sự truyền tải
transmit,verb,b2,truyền
transparency,noun,c1,sự minh bạch
transparent,adjective,c1,trong suốt
transport,noun,a2,sự chuyên chở
transport,verb,b1,chuyên chở
transportation,noun,b2,vận chuyển
trap,noun,b2,đồ đạc quần áo
trap,verb,b2,đặt bẫy
trauma,noun,c1,chấn thương
travel,noun,a1,sự đi du lịch
travel,verb,a1,đi du lịch
traveller,noun,a2,lữ khách
treasure,noun,b2,kho báu
treat,verb,b1,chữa trị
treatment,noun,b1,điều trị
treaty,noun,c1,hiệp ước
tree,noun,a1,cây
tremendous,adjective,c1,to lớn
trend,noun,b1,xu hướng
trial,noun,b2,thử nghiệm
tribal,adjective,c1,bộ lạc
tribe,noun,b2,bộ lạc
tribunal,noun,c1,tòa án
tribute,noun,c1,cống nạp
trick,noun,b1,mưu mẹo
trick,verb,b1,lừa
trigger,noun,c1,cò súng
trigger,verb,b2,gây ra
trillion,number,b2,nghìn tỷ
trio,noun,c1,bộ ba
trip,noun,a1,cuộc đi chơi
trip,verb,b2,bước nhẹ
triumph,noun,c1,chiến thắng
troop,noun,b2,đội quân
trophy,noun,c1,chiếc cúp
tropical,adjective,b2,nhiệt đới
trouble,noun,a2,điều lo lắng
trouble,verb,b2,làm đục
troubled,adjective,c1,rắc rối
trousers,noun,a1,quần
truck,noun,a2,xe tải
true,adjective,a1,đúng
truly,adverb,b2,thực sự
trust,noun,b2,sự tín nhiệm
trust,verb,b2,tin
trustee,noun,c1,người được ủy thác
truth,noun,b1,sự thật
try,noun,b2,sự thử
try,verb,a1,thử
tsunami,noun,b2,sóng thần
tube,noun,b1,ống
Tuesday,noun,a1,thứ ba
tuition,noun,c1,học phí
tune,noun,b2,giai điệu
tunnel,noun,b2,đường hầm
turn,noun,a1,sự quay
turn,verb,a1,quay
turnout,noun,c1,số cử tri đi
turnover,noun,c1,doanh thu
TV,noun,a1,truyền hình
twelve,number,a1,mười hai
twenty,number,a1,hai mươi
twice,adverb,a1,hai lần
twin,adjective,a2,sinh đôi
twin,noun,a2,trẻ sinh đôi
twist,noun,c1,sự xoắn
twist,verb,c1,xoắn
two,number,a1,hai
type,noun,a1,kiểu mẫu
type,verb,b1,đánh máy
typical,adjective,a2,điển hình
typically,adverb,b1,thông thường
tyre,noun,b1,lốp xe
ugly,adjective,b1,xấu xí
ultimate,adjective,b2,cuối cùng
ultimately,adverb,b2,cuối cùng
umbrella,noun,a1,chiếc ô
unable,adjective,b1,không thể
unacceptable,adjective,b2,không thể chấp nhận
uncertainty,noun,b2,sự không chắc chắn
uncle,noun,a1,chú
uncomfortable,adjective,b1,khó chịu
unconscious,adjective,b2,vô thức
under,adverb,a1,dưới
under,preposition,a1,dưới
undergo,verb,b2,trải qua
undergraduate,noun,c1,đại học
underground,adjective,a2,dưới đất
underground,adverb,a2,dưới đất
underlying,adjective,c1,cơ bản
undermine,verb,c1,làm suy yếu
understand,verb,a1,hiểu
understanding,noun,a2,sự hiểu biết
undertake,verb,b2,đảm nhận
underwear,noun,b1,đồ lót
undoubtedly,adverb,c1,chắc chắn
unemployed,adjective,b1,thất nghiệp
unemployment,noun,b1,thất nghiệp
unexpected,adjective,b2,bất ngờ
unfair,adjective,b1,không công bằng
unfold,verb,b2,mở ra
unfortunate,adjective,b2,không may
unfortunately,adverb,a2,không may
unhappy,adjective,a2,không vui
uniform,noun,a2,đồng phục
unify,verb,c1,thống nhất
union,noun,b1,công đoàn
unique,adjective,b2,độc đáo
unit,noun,a2,đơn vị
unite,verb,b2,đoàn kết
united,adjective,a2,thống nhất
unity,noun,b2,sự đoàn kết
universal,adjective,b2,phổ quát
universe,noun,b2,vũ trụ
university,noun,a1,đại học
unknown,adjective,b2,chưa biết
unless,conjunction,b1,trừ khi
unlike,preposition,b1,không giống
unlikely,adjective,b1,không thể
unnecessary,adjective,b1,không cần thiết
unpleasant,adjective,b1,khó chịu
unprecedented,adjective,c1,chưa từng có
until,conjunction,a1,cho đến khi
until,preposition,a1,cho đến khi
unusual,adjective,a2,bất thường
unveil,verb,c1,tiết lộ
up,adverb,a1,ở trên
up,preposition,a1,lên
upcoming,adjective,c1,sắp tới
update,noun,b1,sự cập nhật hoá
update,verb,b1,làm cho cập nhật
upgrade,noun,c1,nâng cấp
upgrade,verb,c1,đưa lên cấp bậc
uphold,verb,c1,ủng hộ
upon,preposition,b1,trên
upper,adjective,b2,phía trên
upset,adjective,b1,khó chịu
upset,verb,b1,làm đổ
upstairs,adjective,a2,tầng trên
upstairs,adverb,a1,ở trên gác
upwards,adverb,b2,trở lên
urban,adjective,b2,đô thị
urge,verb,b2,thúc giục
urgent,adjective,b2,khẩn cấp
us,pronoun,a1,chúng tôi
usage,noun,b2,cách sử dụng
use,noun,a2,sự dùng
use,verb,a1,dùng
used,adjective,b1,được sử dụng
used to,modal verb,a2,đã từng
useful,adjective,a1,hữu ích
useless,adjective,b2,vô dụng
user,noun,a2,người dùng
usual,adjective,a2,thông thường
usually,adverb,a1,thường
utility,noun,c1,tiện ích
utilize,verb,c1,sử dụng
utterly,adverb,c1,hoàn toàn
vacation,noun,a1,kỳ nghỉ
vacuum,noun,c1,chân không
vague,adjective,c1,mơ hồ
valid,adjective,b2,hợp lệ
validity,noun,c1,tính hợp lệ
valley,noun,a2,thung lũng
valuable,adjective,b1,có giá trị
value,noun,b1,giá trị
value,verb,b2,định giá
van,noun,a2,van
vanish,verb,c1,biến mất
variable,adjective,c1,có thể thay đổi
variable,noun,c1,biến số
variation,noun,b2,biến thể
varied,adjective,c1,đa dạng
variety,noun,a2,sự đa dạng
various,adjective,b1,khác nhau
vary,verb,b2,khác nhau
vast,adjective,b2,rộng lớn
vegetable,noun,a1,rau
vehicle,noun,a2,phương tiện
vein,noun,c1,tĩnh mạch
venture,noun,c1,việc mạo hiểm
venture,verb,c1,liều
venue,noun,b2,địa điểm
verbal,adjective,c1,bằng lời nói
verdict,noun,c1,phán quyết
verify,verb,c1,xác minh
verse,noun,c1,câu thơ
version,noun,b1,phiên bản
versus,preposition,c1,so với
vertical,adjective,b2,dọc
very,adjective,b2,thực
very,adverb,a1,rất
vessel,noun,c1,tàu
veteran,noun,c1,cựu chiến binh
via,preposition,b2,qua
viable,adjective,c1,khả thi
vibrant,adjective,c1,sôi động
vice,noun,c1,phó
vicious,adjective,c1,luẩn quẩn
victim,noun,b1,nạn nhân
victory,noun,b2,chiến thắng
video,noun,a1,video
view,noun,a2,sự nhìn
view,verb,b1,thấy
viewer,noun,b1,người xem
viewpoint,noun,b2,quan điểm
village,noun,a1,làng
villager,noun,c1,dân làng
violate,verb,c1,vi phạm
violation,noun,c1,vi phạm
violence,noun,b2,bạo lực
violent,adjective,b1,bạo lực
virtual,adjective,b2,ảo
virtue,noun,c1,đức hạnh
virus,noun,a2,virus
visa,noun,b2,thị thực
visible,adjective,b2,có thể nhìn thấy
vision,noun,b2,tầm nhìn
visit,noun,a1,sự đi thăm
visit,verb,a1,đi thăm hỏi
visitor,noun,a1,du khách
visual,adjective,b2,trực quan
vital,adjective,b2,quan trọng
vitamin,noun,b2,vitamin
vocal,adjective,c1,phát âm
voice,noun,a2,giọng nói
volume,noun,b2,khối lượng
voluntary,adjective,b2,tự nguyện
volunteer,noun,b1,quân tình nguyện
volunteer,verb,b1,tình nguyện
vote,noun,b1,sự bỏ phiếu
vote,verb,b1,bỏ phiếu
voting,noun,b2,bỏ phiếu
vow,verb,c1,lời thề
vulnerability,noun,c1,tính dễ bị tổn
vulnerable,adjective,c1,dễ bị tổn thương
wage,noun,b2,tiền lương
wait,noun,a2,sự chờ đợi
wait,verb,a1,chờ
waiter,noun,a1,bồi bàn
wake,verb,a1,thức dậy
walk,noun,a1,sự đi bộ
walk,verb,a1,đi
wall,noun,a1,bức tường
wander,verb,b2,lang thang
want,verb,a1,muốn
war,noun,a2,chiến tranh
ward,noun,c1,phường
warehouse,noun,c1,kho
warfare,noun,c1,chiến tranh
warm,adjective,a1,nóng: có nhiệt độ
warm,verb,b1,ấm áp
warming,noun,b2,sự nóng lên
warn,verb,b1,cảnh báo
warning,noun,b1,cảnh báo
warrant,noun,c1,sự cho phép
warrant,verb,c1,biện hộ cho
warrior,noun,c1,chiến binh
wash,noun,a2,sự tắm rửa
wash,verb,a1,rửa
washing,noun,a2,giặt
waste,adjective,b1,bỏ hoang
waste,noun,b1,sa mạc
waste,verb,b1,lãng phí
watch,noun,a1,đồng hồ quả quít
watch,verb,a1,thức canh
water,noun,a1,nước
water,verb,b1,tặng nước
wave,noun,a2,sóng
wave,verb,b1,gợn sóng
way,adverb,b2,cách
way,noun,a1,đường
we,pronoun,a1,chúng tôi
weak,adjective,a2,yếu
weaken,verb,c1,làm suy yếu
weakness,noun,b2,điểm yếu
wealth,noun,b2,sự giàu có
wealthy,adjective,b2,giàu có
weapon,noun,b1,vũ khí
wear,verb,a1,mặc
weather,noun,a1,thời tiết
weave,verb,c1,dệt
web,noun,a2,mạng
website,noun,a1,trang web
wedding,noun,a2,đám cưới
Wednesday,noun,a1,thứ tư
weed,noun,c1,cỏ dại
week,noun,a1,tuần
weekend,noun,a1,cuối tuần
weekly,adjective,b2,hàng tuần
weigh,verb,b1,cân
weight,noun,a2,trọng lượng
weird,adjective,b2,kỳ lạ
welcome,adjective,a1,được tiếp đi ân
welcome,exclamation,a1,chào mừng
welcome,noun,a2,sự được tiếp đi
welcome,verb,a1,đón tiếp ân cần
welfare,noun,b2,phúc lợi
well,adjective,a1,tốt
well,adverb,a1,tốt
well,exclamation,a1,à
well,noun,c1,điều tốt
well-being,noun,c1,sự an lành
west,adjective,a1,tây
west,adverb,a1,về hướng tây
west,noun,a1,hướng tây
western,adjective,b1,phương tây
wet,adjective,a2,ướt
what,determiner,a1,cái gì
what,pronoun,a1,cái mà
whatever,adverb,c1,bất cứ điều gì
whatever,determiner,b1,bất cứ điều gì
whatever,pronoun,b1,bất cứ điều gì
whatsoever,adverb,c1,bất cứ điều gì
wheat,noun,b2,lúa mì
wheel,noun,a2,bánh xe
when,adverb,a1,khi nào
when,conjunction,a1,khi
when,pronoun,a1,khi mà
whenever,conjunction,b1,bất cứ khi nào
where,adverb,a1,đâu
where,conjunction,a1,ở đâu
whereas,conjunction,b2,trong khi đó
whereby,adverb,c1,nhờ đó
wherever,conjunction,b2,bất cứ nơi nào
whether,conjunction,b1,liệu
which,determiner,a1,cái nào
which,pronoun,a1,cái nào
while,conjunction,a2,trong lúc
while,noun,b1,lúc
whilst,conjunction,c1,trong khi
whip,verb,c1,roi
whisper,noun,b2,tiếng nói thầm
whisper,verb,b2,nói thầm
white,adjective,a1,trắng
white,noun,a1,trắng
who,pronoun,a1,ai
whoever,pronoun,b2,bất cứ ai
whole,adjective,a2,bình an vô sự
whole,noun,b1,toàn bộ
wholly,adverb,c1,hoàn toàn
whom,pronoun,b2,ai
whose,determiner,a2,của ai
whose,pronoun,a2,của ai
why,adverb,a1,tại sao
wide,adjective,a2,rộng
widely,adverb,b2,rộng rãi
widen,verb,c1,mở rộng
widespread,adjective,b2,rộng rãi
widow,noun,c1,góa phụ
width,noun,c1,chiều rộng
wife,noun,a1,vợ
wild,adjective,a2,hoang dã
wildlife,noun,b2,động vật hoang dã
will,noun,b1,ý chí
will,modal verb,a1,sẽ
willing,adjective,b2,sẵn lòng
willingness,noun,c1,sự sẵn lòng
win,noun,b1,sự thắng cuộc
win,verb,a1,chiếm
wind,noun,a2,gió
wind,verb,b2,đánh hơi
window,noun,a1,cửa sổ
wine,noun,a1,rượu vang
wing,noun,b1,cánh
winner,noun,a2,người chiến thắng
winter,noun,a1,mùa đông
wipe,verb,c1,lau
wire,noun,b2,dây
wisdom,noun,b2,trí tuệ
wise,adjective,b2,khôn ngoan
wish,noun,a2,lòng mong muốn
wish,verb,a2,muốn
wit,noun,c1,trí thông minh
with,preposition,a1,với
withdraw,verb,b2,rút lại
withdrawal,noun,c1,sự rút lui
within,preposition,b1,bên trong
without,preposition,a1,không có
witness,noun,b2,sự làm chứng
witness,verb,b2,chứng kiến
woman,noun,a1,người phụ nữ
wonder,noun,b1,vật kỳ diệu
wonder,verb,b1,ngạc nhiên
wonderful,adjective,a1,tuyệt vời
wood,noun,a2,gỗ
wooden,adjective,a2,gỗ
wool,noun,b1,len
word,noun,a1,từ
work,noun,a1,sự làm việc
work,verb,a1,làm việc
worker,noun,a1,công nhân
workforce,noun,b2,lực lượng lao động
working,adjective,a2,làm việc
workout,noun,c1,tập luyện
workplace,noun,b2,nơi làm việc
workshop,noun,b2,xưởng
world,noun,a1,thế giới
worldwide,adjective,b1,trên toàn thế giới
worldwide,adverb,b1,trên toàn thế giới
worm,noun,b2,con sâu
worried,adjective,a2,lo lắng
worry,noun,b1,sự lo lắng
worry,verb,a2,quấy rầy
worse,adjective,a2,xấu hơn
worse,adverb,b1,xấu hơn
worse,noun,b2,cái xấu hơn
worship,noun,c1,sự thờ cúng
worship,verb,c1,thờ
worst,adjective,a2,xấu nhất
worst,adverb,b1,xấu nhất
worst,noun,b2,cái xấu nhất
worth,adjective,b1,giá
worth,noun,b2,giá
worthwhile,adjective,c1,đáng giá
worthy,adjective,c1,xứng đáng
would,modal verb,a1,sẽ
wound,noun,b2,vết thương
wound,verb,b2,quá khứ và phân
wow,exclamation,a2,ôi
wrap,verb,b2,quấn
wrist,noun,b2,cổ tay
write,verb,a1,viết
writer,noun,a1,nhà văn
writing,noun,a1,viết
written,adjective,b1,viết
wrong,adjective,a1,xấu
wrong,adverb,b1,sai
wrong,noun,b2,điều xấu
yard,noun,b1,sân
yeah,exclamation,a1,ừ
year,noun,a1,năm
yell,verb,c1,la hét
yellow,adjective,a1,vàng
yellow,noun,a1,màu vàng
yes,exclamation,a1,vâng
yesterday,adverb,a1,hôm qua
yesterday,noun,a1,hôm qua
yet,adverb,a2,còn
yet,conjunction,b2,nhưng mà
yield,noun,c1,sản lượng
yield,verb,c1,sản xuất
you,pronoun,a1,bạn
young,adjective,a1,trẻ
young,noun,b1,thú con
youngster,noun,c1,chàng trai trẻ
your,determiner,a1,của bạn
yours,pronoun,a2,của bạn
yourself,pronoun,a1,chính bạn
youth,noun,b1,tuổi trẻ
zero,number,a2,không
zone,noun,b2,khu vực
